link,sentiment,hourGroup_aprem,hourGroup_finAprem,hourGroup_matin,hourGroup_nuit,hourGroup_soirTard,hourGroup_tresTot,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,season_automne,season_ete,season_hiver,season_printemps,timeSinceLastPost,nbCarac,nbHashtags,nbMentions,nbEmojis,relevantTopic_autre,relevantTopic_coupeDuMonde,relevantTopic_electionsParlementaires,relevantTopic_electionsPresidentielles,relevantTopic_guerreUkraine,relevantTopic_reformeRetraite,newspaper_lefigarofr,newspaper_lesechos,newspaper_lhumanitefr,newspaper_liberationfr,newspaper_valeurs_actuelles
CoxrS5_Nu4w,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5775,397,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CozETqyIo3T,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,46667,375,0,1,0,1,0,0,0,0,0,1,0,0,0,0
CozOmN-sQUa,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5396,1088,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CozY5alszvv,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5400,1375,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CozisRMsgCc,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5135,562,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cozs4lWoAZH,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5425,257,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Coz3zA5q-6J,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5641,621,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co0CGtRK5dJ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5403,309,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co0LfQioK1w,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4920,723,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co0WspUoFPC,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5877,1231,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co1cyFnMO5I,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,36745,651,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co1pGmcIUyW,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6459,382,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Co1zqGuoA_o,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5534,195,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co173kZI8MU,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4526,277,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co2C0VZqVL1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3423,504,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co2OvjRIJMM,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6332,281,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co2ZKE0sBes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5380,1341,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co2jdTesQDi,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5400,663,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co2twa1sNGE,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5400,857,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co273ZHKifc,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,7397,743,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co4AKWkKsbe,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,35806,357,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Co4XBTMt1_r,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11985,186,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co4gWk2o954,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4892,855,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co4pkgJt0s8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4833,175,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co42l-xIGj-,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6828,277,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co5BYSttMyS,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5655,411,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co5LumooXHb,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5426,1029,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co5jwpWIAP3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,12679,408,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co60f20ommt,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,42322,1349,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Co6-v1NoqaV,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5430,376,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co7HTy4Ij2a,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4361,582,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co7UeeaIsAZ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6960,235,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Co7r2ZcIzBd,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12198,481,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co7z7c-olbo,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4235,1450,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co9PhXIM7EN,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,48021,636,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co9h83_o3qo,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9663,705,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co9l2bYoD6z,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2044,280,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co95uWNoF0J,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10521,319,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co-FG-vt2Za,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5868,350,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co-R-wANt18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6748,309,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co-cuTOoCfZ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5829,407,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Co-mlRzIqYf,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5662,324,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Co__OFVogCA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,45782,1369,1,0,0,1,0,0,0,0,0,1,0,0,0,0
CpAK3AEIeoh,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6292,231,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CpATctRI5_Q,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4352,310,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpAe0xHtm6D,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5926,352,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpAo58Goomv,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5286,1055,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpAzNUGI9Xx,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5400,273,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpA-oVLoU29,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6086,250,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpBHIiqoRqF,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4361,195,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpCJTbotg54,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,34692,213,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpCTVUrIArt,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5260,1172,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpCe1s0obpa,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6031,1001,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpCrf-SoiMJ,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6638,1274,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpDGeSaIie0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14142,974,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpDRIdFI8bv,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5589,1197,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpDkM-_o5k5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10229,265,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpE4OBYIkre,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43817,657,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpF0KVaIHsI,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31497,255,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CpF80nfIecO,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4453,442,0,1,0,1,0,0,0,0,0,1,0,0,0,0
CpHr8CYgzP4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,58341,294,0,2,0,1,0,0,0,0,0,1,0,0,0,0
CpH_XditT-q,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10120,614,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpIT_FLNsAL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10810,314,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpIlB5Ko45j,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8936,1108,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpKFjfwA69v,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,50607,308,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CpKYFsbI6rz,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9718,1173,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpKh2JcIW60,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5115,526,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpKtyuWoRB_,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6264,1194,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpK4qL3I-dr,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5697,1269,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpLC8C1t7M7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5389,402,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpLNtCKobwj,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5694,466,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpLYU2sI0g_,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5642,357,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpLiOg4IXbT,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5124,445,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpMmhNENKJ9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,35749,430,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpM7ykEo-tL,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11152,802,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpNFgUeI-PL,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5094,394,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpNkA91o2JI,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15996,320,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpNxPApIWEl,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7017,396,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpN_XxdIxAy,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7446,299,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpPEfPFN3h6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,36116,669,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpPaymHI0UE,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11749,264,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpPfEM8NM-u,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2186,325,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CpPqUAyoLth,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5896,1083,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpP0fYEtk3w,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5336,618,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CpP-z2RN8Dh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5411,237,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpQJHh3tqih,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5404,559,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CpQTd2HIjeE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5497,275,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpQaX1PITbn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3668,297,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpQjqB1oVaj,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4749,1773,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpQuaOMo8VP,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5720,387,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CpRsv0PtXhN,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,32600,336,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpR2-c6tk2g,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5364,640,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpSBX7dNbn1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5451,305,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CpSLzwloObA,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5471,593,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpSV3rvPutG,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5275,1692,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpSgfxhtfn1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5571,436,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpSxUYNtckG,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8820,606,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpS7pRCth8J,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5414,227,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CpTF9_YocUY,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6674,279,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpUU5futOPH,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,40121,570,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpUkygxovs8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8331,993,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpUtBQ1oeNx,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4315,903,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpU3TR_IU3U,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5390,1478,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpVL902t2zN,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10834,521,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpVWUNxIO0H,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5427,1026,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpVhZBzoFkM,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7643,395,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CpVquf9NOJp,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3058,623,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpV1HjENBoQ,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5448,396,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpW5tB5M1KJ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,35959,294,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpXOnaRIUpn,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10964,518,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpXi5Xdrlh6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10632,309,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpXwgJbIK7Q,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7134,251,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpYCDULtVFz,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9201,448,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpYMW2FN5n3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5403,325,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpZlXNcPr2F,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,46664,395,0,1,0,1,0,0,0,0,0,1,0,0,0,0
CpZvsjJtBbw,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5418,206,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpZ5IhGreU4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4948,316,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpaSnyyIrpn,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13516,348,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpaf8Sut2Ab,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6831,422,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpanomaoxnn,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4504,377,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpa0jBPoa5Q,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6300,378,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpcN1pjt8Nr,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46813,207,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpcgNdxoe3L,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10183,364,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpcvrssI-B8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7726,391,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpc6S3EIkbL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5399,658,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CpdFgqUorhb,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6019,569,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpdRQatonQf,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6020,758,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpdcjTioDs2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5922,634,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpe6-WYoLnO,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,49504,545,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpfI1KYICh7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7265,651,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpfqeEroow-,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17637,699,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpfyx6dIi27,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4356,889,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Cpf6af3Dfra,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4113,390,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CpgE2ipIWDe,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5363,221,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Cphh_E3sJ-L,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48828,179,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cph-ZncIY8G,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14898,1075,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpiHY-ODiGn,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4795,534,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CpiRlwxtaVS,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5266,693,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CpibTBSITDb,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5213,412,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpimJbLtQJ2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5565,277,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CpjuRkaoo0I,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,37815,1229,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpkDlx0gXld,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11176,470,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CpkNPWeterC,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5059,397,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpksRdSIrV9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16270,1040,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpk3ji0IyU9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5915,991,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CplJaUMILAc,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9362,1375,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CplaKiFsAR6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8783,312,0,0,1,1,0,0,0,0,0,1,0,0,0,0
CpljkgqoH4J,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4955,735,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpmTmnVtImx,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,25160,275,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpmdgDVNaTW,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5189,727,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpnAgxdIXbG,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18356,420,0,1,0,1,0,0,0,0,0,1,0,0,0,0
CpnKDzJoqJZ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5249,195,0,0,0,0,0,1,0,0,0,1,0,0,0,0
CpnUR3VtMlZ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5115,608,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpnei1gtsbe,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5382,198,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CpnotU9oCuZ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5407,359,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpo-pphtJ2w,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,44980,194,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CppJFPfIINQ,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5469,919,0,0,0,0,1,0,0,0,0,1,0,0,0,0
CppXeS9NfJb,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7545,1358,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CpplOlotVO2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7212,1016,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CppvsIctCTM,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5485,1526,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpp61PNo3bj,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5841,585,0,0,0,0,0,0,1,0,0,1,0,0,0,0
CpqEcrPtCZK,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5042,818,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CpqenjQJDn6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,13721,383,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CprmgXAPxCI,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,37689,672,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Cpr2cbrNihw,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8357,1418,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpsE8wDIvkS,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7605,961,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpsTt8FI2X5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7743,1046,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpskbzKIFVq,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8860,412,0,0,0,1,0,0,0,0,0,1,0,0,0,0
CpsvDFZIjPp,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5469,561,0,0,0,1,0,0,0,0,0,1,0,0,0,0
