link,nb_likes,nb_post_comments,likesPerSubs,commentsPerSubs,subs
Cl5g0_VoIMC,5702,106,15471.992598200019,287.6238539826731,0.36853688778673277
Cl5rE-pohBk,3067,51,8322.097737404323,138.38506182185213,0.36853688778673277
Cl51yPeIvwZ,4428,76,12015.079485238457,206.22087644040712,0.36853688778673277
Cl5_tqCoCsH,2924,55,7934.0768777861895,149.23879216082094,0.36853688778673277
Cl6VxRSoexU,2391,49,6487.817310118598,132.95819665236775,0.36853688778673277
Cl6hUqMoOi3,3532,31,9583.843889309446,84.11641012700817,0.36853688778673277
Cl6qlFXoP4U,0,168,0.0,455.8566742366894,0.36853688778673277
Cl6zMUdIeVA,9320,294,25289.191689797295,797.7491799142065,0.36853688778673277
Cl7-w6yo3xL,5242,73,14223.813609218607,198.08057868618053,0.36853688778673277
Cl8KIyIICk5,3976,47,10788.607956934982,127.53133148288335,0.36853688778673277
Cl8csVRIF7M,649,9,1761.017747497687,24.42089326267979,0.36853688778673277
Cl8nNm4oEhX,926,15,2512.6385734712762,40.701488771132986,0.36853688778673277
Cl82Bs0I1Nv,2640,17,7163.462023719405,46.12835394061738,0.36853688778673277
Cl8-6xjIO26,3369,83,9141.554377996468,225.2149045336025,0.36853688778673277
Cl9HBNdI9jZ,1714,134,4650.823450248129,363.5999663554546,0.36853688778673277
Cl9SEFNIVGM,3642,12,9882.321473631087,32.561191016906385,0.36853688778673277
Cl9bOMWIohI,504,10,1367.5700227100683,27.134325847421987,0.36853688778673277
Cl9htbUoTtr,1324,6,3592.5847421986714,16.280595508453192,0.36853688778673277
Cl-nBcDIt63,2339,10,6346.718815712004,27.134325847421987,0.36853688778673277
Cl-z_wLIUMx,1612,57,4374.053326604425,154.66565733030532,0.36853688778673277
Cl_D1FbohC_,1662,20,4509.724955841534,54.268651694843975,0.36853688778673277
Cl_R10IopTt,3180,12,8628.715619480192,32.561191016906385,0.36853688778673277
Cl_duGIoe0g,2611,13,7084.772478761881,35.274623601648585,0.36853688778673277
Cl_sAAhoBt0,7730,132,20974.8338800572,358.17310118597027,0.36853688778673277
CmAHuCUogSM,9300,149,25234.92303810245,404.30145512658765,0.36853688778673277
CmAPe0XI40D,9219,73,25015.134998738333,198.08057868618053,0.36853688778673277
CmBLvZHoqUR,1190,7,3228.9847758432165,18.994028093195393,0.36853688778673277
CmBappwoCty,1772,9,4808.202540163176,24.42089326267979,0.36853688778673277
CmBkWYWMqY8,9693,177,26301.302043906133,480.2775674993692,0.36853688778673277
CmBvW3BIU9V,4349,19,11800.718311043824,51.55521911010178,0.36853688778673277
CmB_3mFI-A6,5824,46,15803.031373538566,124.81789889814115,0.36853688778673277
CmCXkKpoBPP,2889,79,7839.106737320212,214.36117419463372,0.36853688778673277
CmCZ5vso8VZ,2290,26,6213.760619059635,70.54924720329717,0.36853688778673277
CmEJCjKMwVE,4002,301,10859.15720413828,816.7432080074019,0.36853688778673277
CmEPeRvIhim,1043,25,2830.1101858861134,67.83581461855498,0.36853688778673277
CmEZvAyoAA4,2797,44,7589.470939523931,119.39103372865675,0.36853688778673277
CmEu-GLIdHj,474,1,1286.1670451678024,2.7134325847421987,0.36853688778673277
CmE5MhAIyrP,1820,92,4938.447304230802,249.6357977962823,0.36853688778673277
CmFC65nIudg,4310,51,11694.894440238877,138.38506182185213,0.36853688778673277
CmGrVGssi0Z,2629,77,7133.61426528724,208.9343090251493,0.36853688778673277
CmG1xpgIa4s,2717,53,7372.3963327445545,143.81192699133655,0.36853688778673277
CmHC7M5oz9h,339,3,919.8536462276054,8.140297754226596,0.36853688778673277
CmHMQGnou4H,5257,119,14264.515097989739,322.89847758432165,0.36853688778673277
CmHjE2Do60r,1895,170,5141.954748086467,461.2835394061738,0.36853688778673277
CmH0nxhISUj,3691,42,10015.279670283457,113.96416855917235,0.36853688778673277
CmIAWtzIz9E,3952,61,10723.48557490117,165.51938766927412,0.36853688778673277
CmI6LHroNAb,4230,60,11477.819833459502,162.80595508453194,0.36853688778673277
CmJSRcYI_cH,2317,32,6287.023298847675,86.82984271175036,0.36853688778673277
CmJchr5omop,2854,9,7744.136596854236,24.42089326267979,0.36853688778673277
CmJxv26IOkL,245,8,664.7909832618387,21.70746067793759,0.36853688778673277
CmJ8RjmILO2,2319,37,6292.450164017159,100.39700563546135,0.36853688778673277
CmKFr74oPhc,2230,67,6050.954663975103,181.7999831777273,0.36853688778673277
CmKSkZKDhdO,3236,31,8780.667844225756,84.11641012700817,0.36853688778673277
CmKZ9o5jvYK,9205,114,24977.14694255194,309.33131466061064,0.36853688778673277
CmKpWQTIR7E,3347,27,9081.85886113214,73.26267978803936,0.36853688778673277
CmLY7Wmjwfr,6860,110,18614.147531331484,298.47758432164187,0.36853688778673277
CmLw1NRMw-a,6984,153,18950.613171839515,415.15518546555643,0.36853688778673277
CmMOgqfIfdB,16018,208,43463.763142400545,564.3939776263774,0.36853688778673277
CmMZWA9I5ln,3372,31,9149.694675750694,84.11641012700817,0.36853688778673277
CmMkLtOoVA5,4114,58,11163.061653629406,157.37908991504753,0.36853688778673277
CmMtOzmIc4Y,1291,24,3503.041466902179,65.12238203381277,0.36853688778673277
CmM4qQIoTec,14336,395,38899.769534864165,1071.8058709731686,0.36853688778673277
CmODvb6osl3,1599,43,4338.778703002776,116.67760114391456,0.36853688778673277
CmORfUuIHoa,2331,53,6325.011355034066,143.81192699133655,0.36853688778673277
CmOcKw7MgOW,776,5,2105.6236857599465,13.567162923710994,0.36853688778673277
CmOhcI5oGg1,1321,29,3584.444444444445,78.68954495752376,0.36853688778673277
CmOmEcCoi1h,5017,39,13613.291277651611,105.82387080494576,0.36853688778673277
CmO0ff4oJiS,2996,24,8129.444023887628,65.12238203381277,0.36853688778673277
CmPKjWZIdBF,0,36,0.0,97.68357305071916,0.36853688778673277
CmPSsJ-IJEH,4695,52,12739.565985364623,141.09849440659434,0.36853688778673277
CmPePhaIlfE,2003,12,5435.005467238624,32.561191016906385,0.36853688778673277
CmQohVgIHI4,7041,70,19105.278829169823,189.9402809319539,0.36853688778673277
CmQ6xPlIhhA,2304,25,6251.748675246026,67.83581461855498,0.36853688778673277
CmRG8Jcoxpo,1296,5,3516.6086298258897,13.567162923710994,0.36853688778673277
CmRZI2jIek4,0,27,0.0,73.26267978803936,0.36853688778673277
CmRi4AgIWzZ,4060,33,11016.536294053327,89.54327529649257,0.36853688778673277
CmRtP6TIv5k,2096,37,5687.3546976196485,100.39700563546135,0.36853688778673277
CmR7kRqI_wk,991,8,2689.011691479519,21.70746067793759,0.36853688778673277
CmSB2cpoOr5,983,16,2667.3042308015815,43.41492135587518,0.36853688778673277
CmSc-kfIhG3,8136,92,22076.48750946253,249.6357977962823,0.36853688778673277
CmTXlmHIso0,3183,44,8636.85591723442,119.39103372865675,0.36853688778673277
CmTh9PoI92E,7135,73,19360.34149213559,198.08057868618053,0.36853688778673277
CmTsRwLo7XA,6311,53,17124.47304230802,143.81192699133655,0.36853688778673277
CmT57DyoWzY,4887,104,13260.545041635125,282.1969888131887,0.36853688778673277
CmUR4CyIHBw,16557,189,44926.303305576585,512.8387585162756,0.36853688778673277
CmUYsfnIOfr,5697,177,15458.425435276307,480.2775674993692,0.36853688778673277
CmUfvB3IbwI,15420,148,41841.130456724706,401.5880225418454,0.36853688778673277
CmUoVWZIJ3w,4824,152,13089.598788796367,412.44175288081425,0.36853688778673277
CmUvuCtovc0,15439,175,41892.68567583481,474.8507023298848,0.36853688778673277
CmVB2L_oaRs,1128,41,3060.7519555892004,111.25073597443016,0.36853688778673277
CmV2DPJM7Ek,10634,119,28854.64210614854,322.89847758432165,0.36853688778673277
CmWI02UI2wo,1326,27,3598.0116073681556,73.26267978803936,0.36853688778673277
CmWQL11I0n9,5715,44,15507.267221801667,119.39103372865675,0.36853688778673277
CmWcP8iIBOj,1716,28,4656.250315417613,75.97611237278157,0.36853688778673277
CmWldhTo9vf,4875,458,13227.983850618219,1242.752123811927,0.36853688778673277
CmWvY2KoOvt,10459,376,28379.791403818657,1020.2506518630668,0.36853688778673277
CmW6MyKIK-F,3217,81,8729.112625115653,219.7880393641181,0.36853688778673277
CmXEi11IFv0,9092,427,24670.52906047607,1158.635713684919,0.36853688778673277
CmXOyV5oMSJ,9230,125,25044.982757170495,339.17907309277484,0.36853688778673277
CmYW_ADIHPA,975,7,2645.596770123644,18.994028093195393,0.36853688778673277
CmYko99Ixwr,492,4,1335.008831693162,10.853730338968795,0.36853688778673277
CmYxbUOoOSD,2606,76,7071.2053158381705,206.22087644040712,0.36853688778673277
CmY82clqVu0,1339,75,3633.2862309698044,203.50744385566492,0.36853688778673277
CmZHN8gIYcl,724,7,1964.525191353352,18.994028093195393,0.36853688778673277
CmZTsnDIV-D,671,2,1820.7132643620155,5.4268651694843975,0.36853688778673277
CmZbsjXIWOK,1751,5,4751.22045588359,13.567162923710994,0.36853688778673277
CmZlI_eo-a5,572,13,1552.0834384725379,35.274623601648585,0.36853688778673277
CmZwOtwIFSr,3467,23,9407.470771301203,62.408949449070576,0.36853688778673277
CmZ6bw4s7NK,1398,34,3793.378753469594,92.25670788123476,0.36853688778673277
Cma04TooSlN,2327,41,6314.157624695097,111.25073597443016,0.36853688778673277
CmbCnQ8MvPb,3178,93,8623.288754310708,252.34923038102448,0.36853688778673277
CmbL1a0IDJw,3409,130,9250.091681386157,352.74623601648585,0.36853688778673277
CmbgFPXsVew,734,33,1991.659517200774,89.54327529649257,0.36853688778673277
CmboWa5MdtF,1469,24,3986.0324669862903,65.12238203381277,0.36853688778673277
Cmb9T9pjZCW,0,19,0.0,51.55521911010178,0.36853688778673277
CmcD9lqDHlv,0,48,0.0,130.24476406762554,0.36853688778673277
CmcRgUpsJy2,3059,91,8300.390276726386,246.9223652115401,0.36853688778673277
CmcYYV4ICsx,2239,34,6075.375557237783,92.25670788123476,0.36853688778673277
CmcfQ4ZIb2N,1151,53,3123.160905038271,143.81192699133655,0.36853688778673277
Cmdgfq-IT8h,1038,5,2816.5430229624026,13.567162923710994,0.36853688778673277
CmduIpps2Ko,3192,141,8661.276810497098,382.59399444865005,0.36853688778673277
Cmd4mHKI2hO,3794,222,10294.763226511903,602.3820338127681,0.36853688778673277
CmeC0rWoDvE,7340,74,19916.59517200774,200.7940112709227,0.36853688778673277
CmeKw1MjDMR,645,25,1750.1640171587183,67.83581461855498,0.36853688778673277
CmeXVsIo8ye,1520,22,4124.417528808142,59.695516864328376,0.36853688778673277
Cmeht5WIzQK,2231,40,6053.668096559845,108.53730338968795,0.36853688778673277
CmevErCDlRr,504,3,1367.5700227100683,8.140297754226596,0.36853688778673277
CmgIp8KsWHE,1189,9,3226.2713432584746,24.42089326267979,0.36853688778673277
CmgWYoVsfA4,3782,109,10262.202035494996,295.7641517368997,0.36853688778673277
CmgdtF5MtpB,1358,42,3684.8414500799063,113.96416855917235,0.36853688778673277
CmgraTwjAgn,686,14,1861.4147531331485,37.988056186390786,0.36853688778673277
Cmg2u00oSCy,3488,14,9464.45285558079,37.988056186390786,0.36853688778673277
Cmg-bX-DqQE,3115,70,8452.342501471949,189.9402809319539,0.36853688778673277
CmhIILoj_dG,4289,108,11637.912355959292,293.05071915215746,0.36853688778673277
CmhTnaQjWKc,779,7,2113.763983514173,18.994028093195393,0.36853688778673277
CmhbEbJspFZ,3803,68,10319.184119774582,184.51341576246952,0.36853688778673277
Cmi1X9tN6le,6223,87,16885.690974850702,236.0686348725713,0.36853688778673277
CmjCQjSNCks,2256,45,6121.503911178401,122.10446631339894,0.36853688778673277
CmjMpPTDv2d,2163,28,5869.154680797376,75.97611237278157,0.36853688778673277
CmjhzM0jllE,634,23,1720.316258726554,62.408949449070576,0.36853688778673277
CmjrD3wIbTC,4101,13,11127.787030027757,35.274623601648585,0.36853688778673277
Cmj3uBVoaDz,15768,559,42785.404996214995,1516.8088148708891,0.36853688778673277
Cmlc-xToKhf,4732,30,12839.962991000086,81.40297754226597,0.36853688778673277
CmlyKz1DPdY,3375,36,9157.834973504921,97.68357305071916,0.36853688778673277
CmmDdhxoWtP,2702,74,7331.6948439734215,200.7940112709227,0.36853688778673277
CmmUJHSjf1j,0,30,0.0,81.40297754226597,0.36853688778673277
CmoBrj5DeaL,3806,164,10327.32441752881,445.0029438977206,0.36853688778673277
CmoOyDmIhg9,1245,31,3378.2235680040376,84.11641012700817,0.36853688778673277
CmoaL0rrk4k,4337,37,11768.157120026917,100.39700563546135,0.36853688778673277
CmooQhljTdw,1094,21,2968.4952477079655,56.982084279586175,0.36853688778673277
Cmo0pnRjAgN,2451,83,6650.623265203129,225.2149045336025,0.36853688778673277
Cmo_TVmDG11,2886,96,7830.966439565986,260.4895281352511,0.36853688778673277
CmpDXYEou5z,2117,54,5744.336781899235,146.52535957607873,0.36853688778673277
Cmqbip8jO9U,812,13,2203.3072588106656,35.274623601648585,0.36853688778673277
CmqvUVqLwhC,3378,22,9165.975271259147,59.695516864328376,0.36853688778673277
Cmq-X30LCLD,4258,97,11553.795945832282,263.2029607199933,0.36853688778673277
CmrIzg3jKuR,1731,25,4696.951804188746,67.83581461855498,0.36853688778673277
CmrTPcvjxWT,1379,33,3741.8235343594924,89.54327529649257,0.36853688778673277
CmrgknNouBJ,885,8,2401.387837496846,21.70746067793759,0.36853688778673277
CmtMPNhDSle,1371,32,3720.1160736815546,86.82984271175036,0.36853688778673277
CmtVY3uj0dr,7981,97,21655.90545882749,263.2029607199933,0.36853688778673277
CmtrGiFDWBT,513,4,1391.990915972748,10.853730338968795,0.36853688778673277
Cmt0MfiIWAP,1527,34,4143.4115569013375,92.25670788123476,0.36853688778673277
Cmt-fjaotZg,454,12,1231.8983934729583,32.561191016906385,0.36853688778673277
CmuJDfTKbMB,5601,50,15197.935907141056,135.67162923710995,0.36853688778673277
CmuTNC6qm4k,2450,24,6647.909832618388,65.12238203381277,0.36853688778673277
CmvfdPaq5GM,7477,95,20288.33543611742,257.7760955505089,0.36853688778673277
CmvtWbeIBx1,3188,148,8650.42308015813,401.5880225418454,0.36853688778673277
Cmv2yoVqRt4,1150,12,3120.447472453529,32.561191016906385,0.36853688778673277
CmwCHG7It-g,2094,36,5681.927832450165,97.68357305071916,0.36853688778673277
CmwZIenqRZh,1843,16,5000.856253679873,43.41492135587518,0.36853688778673277
CmwqwOJD1zR,587,18,1592.7849272436708,48.84178652535958,0.36853688778673277
Cmw0sMmKsHA,7273,111,19734.795188830012,301.19101690638405,0.36853688778673277
Cmw3CVioPHk,9883,172,26816.85423500715,466.71040457565823,0.36853688778673277
CmyKUb9o-8a,8113,61,22014.07856001346,165.51938766927412,0.36853688778673277
CmycKMaIguX,5136,22,13936.189755235933,59.695516864328376,0.36853688778673277
CmypT8uD8ki,2925,46,7936.790310370931,124.81789889814115,0.36853688778673277
CmywGXgoAJl,4133,81,11214.616872739507,219.7880393641181,0.36853688778673277
Cmy6Dn_oood,1675,41,4544.999579443183,111.25073597443016,0.36853688778673277
CmzGZ95I6ya,4808,76,13046.183867440492,206.22087644040712,0.36853688778673277
CmzPigVj52O,1038,33,2816.5430229624026,89.54327529649257,0.36853688778673277
CmzZSjKokrk,2724,62,7391.3903608377495,168.23282025401633,0.36853688778673277
CmzjqqDqAhB,2246,35,6094.369585330978,94.97014046597695,0.36853688778673277
CmztXRGKvxo,3255,72,8832.223063335858,195.36714610143832,0.36853688778673277
Cm0r4-Nj9IU,1692,57,4591.1279333838,154.66565733030532,0.36853688778673277
Cm085e1oU1o,1644,3,4460.883169316175,8.140297754226596,0.36853688778673277
Cm0_AZvjCbS,7410,78,20106.535452939694,211.6477416098915,0.36853688778673277
Cm1CpogI20-,6078,61,16492.243250063086,165.51938766927412,0.36853688778673277
Cm1HySGDb6p,3178,23,8623.288754310708,62.408949449070576,0.36853688778673277
Cm1U9dbKj12,825,8,2238.581882412314,21.70746067793759,0.36853688778673277
Cm2IUn2qC5T,3662,129,9936.590125325933,350.0328034317437,0.36853688778673277
Cm3jZ4FKdLl,15579,96,42272.56623769872,260.4895281352511,0.36853688778673277
Cm3y-hOD4j7,1977,106,5364.4562200353275,287.6238539826731,0.36853688778673277
Cm4HU8XDlTo,2286,35,6202.906888720667,94.97014046597695,0.36853688778673277
Cm4XwULI2-8,590,26,1600.9252249978974,70.54924720329717,0.36853688778673277
Cm6IFVlomoe,1420,24,3853.0742703339224,65.12238203381277,0.36853688778673277
Cm6UHZKIXsR,6689,84,18150.150559340567,227.9283371183447,0.36853688778673277
Cm6ef61IE62,2095,6,5684.641265034907,16.280595508453192,0.36853688778673277
Cm6zBAFoTl5,1999,34,5424.151736899656,92.25670788123476,0.36853688778673277
Cm6521hDK0x,3172,115,8607.008158802255,312.0447472453529,0.36853688778673277
Cm8aFv7IFGI,4896,115,13284.965934897806,312.0447472453529,0.36853688778673277
Cm8obgzDFS0,1971,64,5348.175624526874,173.65968542350072,0.36853688778673277
Cm8yHtHoTPZ,1121,9,3041.757927496005,24.42089326267979,0.36853688778673277
Cm842zPD9uo,0,66,0.0,179.08655059298513,0.36853688778673277
Cm8_8koDJqV,3989,76,10823.88258053663,206.22087644040712,0.36853688778673277
Cm9GshOon5k,1194,64,3239.8385061821855,173.65968542350072,0.36853688778673277
Cm9Q_DKIAj-,1222,57,3315.814618554967,154.66565733030532,0.36853688778673277
Cm9cW5kosUV,2243,54,6086.229287576752,146.52535957607873,0.36853688778673277
Cm_JW2HD3fL,1925,53,5223.357725628733,143.81192699133655,0.36853688778673277
Cm_W6BsIEjc,546,6,1481.5341912692406,16.280595508453192,0.36853688778673277
Cm_hRlPM5bT,1112,42,3017.337034233325,113.96416855917235,0.36853688778673277
Cm_sWKvoxC8,5118,86,13887.347968710574,233.35520228782912,0.36853688778673277
Cm_1w2ZII7J,5575,304,15127.386659937758,824.8835057616285,0.36853688778673277
Cm__bLKDVqA,8463,129,22963.779964673227,350.0328034317437,0.36853688778673277
CnAKaVEI2a3,1814,46,4922.166708722349,124.81789889814115,0.36853688778673277
CnASyC0j36s,0,9,0.0,24.42089326267979,0.36853688778673277
CnBgK2UIqhe,3171,63,8604.294726217513,170.94625283875854,0.36853688778673277
CnB0VUIoIbg,3179,155,8626.00218689545,420.58205063504084,0.36853688778673277
CnB_Ixvo_KI,1739,49,4718.659264866684,132.95819665236775,0.36853688778673277
CnCJZGSI6Qt,3341,18,9065.578265623686,48.84178652535958,0.36853688778673277
CnCTwS3I9lP,3776,66,10245.921439986543,179.08655059298513,0.36853688778673277
CnCdyx4ISF0,2141,31,5809.459163933047,84.11641012700817,0.36853688778673277
CnCn2UNImOA,1170,33,3174.7161241483727,89.54327529649257,0.36853688778673277
CnCy-n7LQU6,3340,193,9062.864833038944,523.6924888552444,0.36853688778673277
CnDB5W0ot5j,542,6,1470.6804609302717,16.280595508453192,0.36853688778673277
CnEIc4to-1i,3933,44,10671.930355791068,119.39103372865675,0.36853688778673277
CnETsAoItb_,1316,5,3570.8772815207335,13.567162923710994,0.36853688778673277
CnEdMx5sbus,2491,140,6759.160568592817,379.8805618639078,0.36853688778673277
CnEsNsZMgDG,3335,42,9049.297670115233,113.96416855917235,0.36853688778673277
CnE4l3xszLr,1582,35,4292.650349062159,94.97014046597695,0.36853688778673277
CnFE1srIWbH,1693,23,4593.841365968543,62.408949449070576,0.36853688778673277
CnFQrppM8bO,1167,16,3166.575826394146,43.41492135587518,0.36853688778673277
CnFaLl3DyxD,4579,36,12424.807805534529,97.68357305071916,0.36853688778673277
CnFh1YRse7J,1280,26,3473.1937084700144,70.54924720329717,0.36853688778673277
CnFsGYKMO1G,4834,120,13116.73311464379,325.6119101690639,0.36853688778673277
CnG68bDoTAW,1895,5,5141.954748086467,13.567162923710994,0.36853688778673277
CnHFm92sb7c,2684,45,7282.853057448062,122.10446631339894,0.36853688778673277
CnHP2JmoU9f,0,178,0.0,482.9910000841114,0.36853688778673277
CnHaGzeM5zI,2622,25,7114.620237194045,67.83581461855498,0.36853688778673277
CnHkbwZIGd-,1481,12,4018.5936580031967,32.561191016906385,0.36853688778673277
CnHuu4bKWM6,567,14,1538.5162755488268,37.988056186390786,0.36853688778673277
CnH09zaIISY,0,11,0.0,29.847758432164188,0.36853688778673277
CnH_8ogM-Ef,2256,24,6121.503911178401,65.12238203381277,0.36853688778673277
CnJcilVs63c,1049,8,2846.3907813945666,21.70746067793759,0.36853688778673277
CnJtf4YoyMC,0,32,0.0,86.82984271175036,0.36853688778673277
CnJ4LlVsTqz,1997,46,5418.724871730171,124.81789889814115,0.36853688778673277
CnKCck4sXIT,1740,23,4721.372697451426,62.408949449070576,0.36853688778673277
CnKNMJgIlgh,4007,43,10872.72436706199,116.67760114391456,0.36853688778673277
CnKWX7DoYJ-,739,0,2005.226680124485,0.0,0.36853688778673277
CnKnyQ9sIxF,6231,587,16907.39843552864,1592.7849272436708,0.36853688778673277
CnKzr0CIY9z,0,131,0.0,355.45966860122803,0.36853688778673277
CnL4HWaMZhI,4823,68,13086.885356211626,184.51341576246952,0.36853688778673277
CnMIRsqMfdk,1584,60,4298.077214231643,162.80595508453194,0.36853688778673277
CnMPmXVs-S2,1944,92,5274.912944738835,249.6357977962823,0.36853688778673277
CnMbg6tjGBd,1574,77,4270.942888384221,208.9343090251493,0.36853688778673277
CnM3IJnIY-c,2377,13,6449.8292539322065,35.274623601648585,0.36853688778673277
CnNAPbsDSiK,0,37,0.0,100.39700563546135,0.36853688778673277
CnNKbBBoy7y,4487,39,12175.172007738247,105.82387080494576,0.36853688778673277
CnNTfhRDWvD,452,8,1226.4715283034739,21.70746067793759,0.36853688778673277
CnOYLu1oVDi,4279,160,11610.77803011187,434.1492135587518,0.36853688778673277
CnO5fEQsPjX,1805,27,4897.745815459669,73.26267978803936,0.36853688778673277
CnPbI0lo3ld,2020,12,5481.133821179242,32.561191016906385,0.36853688778673277
CnPjvKnIapv,1566,52,4249.235427706283,141.09849440659434,0.36853688778673277
CnPsoawDrjq,2054,59,5573.390529060476,160.09252249978974,0.36853688778673277
CnP3aEzsCmg,1173,44,3182.8564219025993,119.39103372865675,0.36853688778673277
CnRAai6IRNy,5346,61,14506.010598031795,165.51938766927412,0.36853688778673277
CnRT11hjl73,630,7,1709.4625283875853,18.994028093195393,0.36853688778673277
CnRfTFzI6Ww,2195,39,5955.984523509126,105.82387080494576,0.36853688778673277
CnRpp2XIdDq,1006,15,2729.713180250652,40.701488771132986,0.36853688778673277
CnRwbDmonqV,1436,35,3896.4891916897977,94.97014046597695,0.36853688778673277
CnR2yaujWEB,2242,69,6083.51585499201,187.22684834721173,0.36853688778673277
CnSDTg5DycR,1506,57,4086.4294726217513,154.66565733030532,0.36853688778673277
CnSJnEQoBM9,1756,37,4764.787618807301,100.39700563546135,0.36853688778673277
CnSPY-eop-Q,2975,24,8072.461939608042,65.12238203381277,0.36853688778673277
CnSWz5SD8dX,0,13,0.0,35.274623601648585,0.36853688778673277
CnScyLGjFA7,627,12,1701.3222306333587,32.561191016906385,0.36853688778673277
CnTp-tlI6M3,11289,598,30631.940449154685,1622.6326856758349,0.36853688778673277
CnTy6JOIPpK,3051,46,8278.68281604845,124.81789889814115,0.36853688778673277
CnT-jJqDBsG,0,9,0.0,24.42089326267979,0.36853688778673277
CnUHheEo21-,4376,102,11873.980990831862,276.77012364370427,0.36853688778673277
CnUeZocI3nH,3279,18,8897.34544536967,48.84178652535958,0.36853688778673277
CnUmk5eMEls,4185,153,11355.715367146102,415.15518546555643,0.36853688778673277
CnUs9HeDU5a,8434,392,22885.090419715707,1063.665573218942,0.36853688778673277
CnU44jODwBV,8267,109,22431.947178063758,295.7641517368997,0.36853688778673277
CnVFT3ZocbZ,911,12,2471.9370847001433,32.561191016906385,0.36853688778673277
CnVQHs0M5yN,2351,125,6379.28000672891,339.17907309277484,0.36853688778673277
CnWDIeuIrN7,2543,67,6900.259062999412,181.7999831777273,0.36853688778673277
CnWbyAEo9xc,1951,58,5293.90697283203,157.37908991504753,0.36853688778673277
CnWltXms8vo,714,8,1937.39086550593,21.70746067793759,0.36853688778673277
CnWwBO0MZlJ,956,21,2594.041551013542,56.982084279586175,0.36853688778673277
CnW3ReJI4uB,2018,31,5475.706956009757,84.11641012700817,0.36853688778673277
CnW6EhIIdqv,4029,233,10932.419883926319,632.2297922449324,0.36853688778673277
CnXLX74MVCi,695,11,1885.8356463958282,29.847758432164188,0.36853688778673277
CnXTsApoafO,406,5,1101.6536294053328,13.567162923710994,0.36853688778673277
CnXhZXOojQS,2019,77,5478.4203885945,208.9343090251493,0.36853688778673277
CnY8SK9Iqfy,1649,50,4474.450332239886,135.67162923710995,0.36853688778673277
CnZF8S_DMaJ,0,11,0.0,29.847758432164188,0.36853688778673277
CnZUPODoagy,1427,6,3872.068298427118,16.280595508453192,0.36853688778673277
CnZf98NIlNc,5275,1000,14313.356884515098,2713.4325847421987,0.36853688778673277
CnZplU1DezB,0,11,0.0,29.847758432164188,0.36853688778673277
CnZxxVEopXr,1419,35,3850.36083774918,94.97014046597695,0.36853688778673277
CnbWMjRoLXf,8675,212,23539.027672638575,575.2477079653462,0.36853688778673277
CnbneoGI5pU,2820,94,7651.879888973001,255.0626629657667,0.36853688778673277
Cnb8490o2C1,2192,27,5947.8442257548995,73.26267978803936,0.36853688778673277
CncIVXgKnMT,3902,31,10587.81394566406,84.11641012700817,0.36853688778673277
CncVykuofzY,5752,166,15607.664227437128,450.429809067205,0.36853688778673277
Cnchz41IQQJ,2020,52,5481.133821179242,141.09849440659434,0.36853688778673277
CndxkKco5iE,5853,106,15881.72091849609,287.6238539826731,0.36853688778673277
Cnelgi-oeIg,1884,40,5112.106989654303,108.53730338968795,0.36853688778673277
CnevpttISNT,1859,101,5044.271175035748,274.0566910589621,0.36853688778673277
Cne5c4KjdM-,4576,193,12416.667507780303,523.6924888552444,0.36853688778673277
CnfKC_6INeY,4174,75,11325.867608713937,203.50744385566492,0.36853688778673277
CnfVBTjIQ2-,3029,55,8218.98729918412,149.23879216082094,0.36853688778673277
CngW2-8M_1I,6218,75,16872.12381192699,203.50744385566492,0.36853688778673277
CngkFTIsXjA,1069,8,2900.6594330894104,21.70746067793759,0.36853688778673277
Cngz0ktMegf,651,17,1766.4446126671714,46.12835394061738,0.36853688778673277
CnhANjJD_JG,636,10,1725.7431238960385,27.134325847421987,0.36853688778673277
CnhJwlGoSSD,1528,33,4146.12498948608,89.54327529649257,0.36853688778673277
CnhUSYhsqDR,3798,82,10305.616956850872,222.5014719488603,0.36853688778673277
CnhgXago4Pb,3169,40,8598.867861048027,108.53730338968795,0.36853688778673277
Cnhtjedjw5q,1251,19,3394.504163512491,51.55521911010178,0.36853688778673277
Cnh4dnUDhQm,6671,379,18101.30877281521,1028.3909496172935,0.36853688778673277
Cni-fWkItQO,6054,79,16427.120868029273,214.36117419463372,0.36853688778673277
CnjEARQjy0b,4246,40,11521.234754815376,108.53730338968795,0.36853688778673277
CnjaQt1rFsY,2416,20,6555.653124737152,54.268651694843975,0.36853688778673277
CnjkYFtodAB,4163,76,11296.019850281775,206.22087644040712,0.36853688778673277
CnjvW4MDjR6,1322,20,3587.1578770291867,54.268651694843975,0.36853688778673277
Cnj43WhKyp7,3055,69,8289.536546387417,187.22684834721173,0.36853688778673277
CnkDMw3qmEL,2663,55,7225.870973168476,149.23879216082094,0.36853688778673277
CnkNm99r7jM,2924,121,7934.0768777861895,328.32534275380607,0.36853688778673277
CnkaHaDj4EX,684,12,1855.987887963664,32.561191016906385,0.36853688778673277
Cnl28XEIcHg,838,37,2273.8565060139626,100.39700563546135,0.36853688778673277
CnmCK8OMJJH,832,21,2257.5759105055095,56.982084279586175,0.36853688778673277
CnmG3G0jdrw,1066,12,2892.519135335184,32.561191016906385,0.36853688778673277
CnmOO9xDIL3,651,10,1766.4446126671714,27.134325847421987,0.36853688778673277
